Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Report Date,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
AKAM,69211,USD,2016,FY,2016-12-31,2017-02-28,2018-03-01,174917000.0,176215000.0,2340049000.0,-809001000.0,1531048000.0,-1061153000.0,-866883000.0,-167628000.0,-26642000.0,469895000,-148000.0,-3936000.0,469747000,-10301000.0,459446000,-143314000.0,316132000,,316132000,316132000
AKAM,69211,USD,2017,FY,2017-12-31,2018-03-01,2018-03-01,171559000.0,172711000.0,2502996000.0,-875758000.0,1627238000.0,-1256135000.0,-1002797000.0,-222434000.0,-30904000.0,371103000,-97000.0,-984000.0,371006000,-54884000.0,316122000,-97801000.0,218321000,,218321000,218321000
AKAM,69211,USD,2018,FY,2018-12-31,2019-02-28,2021-02-26,167312000.0,169188000.0,2714474000.0,-953485000.0,1760989000.0,-1370896000.0,-1091420000.0,-246165000.0,-33311000.0,390093000,-19410000.0,-16262000.0,370683000,-27594000.0,343089000,-44716000.0,298373000,,298373000,298373000
AKAM,69211,USD,2019,FY,2019-12-31,2020-02-28,2022-02-28,162706000.0,164573000.0,2893617000.0,-987624000.0,1905993000.0,-1339922000.0,-1039976000.0,-261365000.0,-38581000.0,566071000,-17533000.0,-15009000.0,548538000,-17153000.0,531385000,-53350000.0,478035000,,478035000,478035000
AKAM,69211,USD,2020,FY,2020-12-31,2021-02-26,2022-02-28,162490000.0,165213000.0,3198149000.0,-1132672000.0,2065477000.0,-1369657000.0,-1058293000.0,-269315000.0,-42049000.0,695820000,-55558000.0,-39998000.0,640262000,-37286000.0,602976000,-45922000.0,557054000,,557054000,557054000
ALB,132877,USD,2016,FY,2016-12-31,2017-02-28,2018-02-28,112379000.0,113239000.0,2677203000.0,-1706627000.0,970576000.0,-460939000.0,-380464000.0,-80475000.0,,509637000,-59287000.0,-65181000.0,450350000,64914000.0,515264000,-96263000.0,478638000,202131000.0,643675000,643675000
ALB,132877,USD,2017,FY,2017-12-31,2018-02-28,2018-02-28,110914000.0,112380000.0,3071976000.0,-1961996000.0,1109980000.0,-522231000.0,-437901000.0,-84330000.0,,587749000,-140951000.0,-115350000.0,446798000,0.0,446798000,-431817000.0,99468000,0.0,54850000,54850000
ALB,132877,USD,2018,FY,2018-12-31,2019-02-27,2021-02-19,108427000.0,109458000.0,3374950000.0,-2157694000.0,1217256000.0,-516144000.0,-446090000.0,-70054000.0,,701112000,-116839000.0,-52405000.0,584273000,210428000.0,794701000,-144826000.0,739139000,,693562000,693562000
ALB,132877,USD,2019,FY,2019-12-31,2020-04-15,2022-02-22,105949000.0,106321000.0,3589427000.0,-2331649000.0,1257778000.0,-591655000.0,-533368000.0,-58287000.0,,666123000,-103173000.0,-57695000.0,562950000,,562950000,-88161000.0,604357000,,533228000,533228000
ALB,132877,USD,2020,FY,2020-12-31,2021-02-19,2022-02-22,106402000.0,106808000.0,3128909000.0,-2134056000.0,994853000.0,-489041000.0,-429827000.0,-59214000.0,,505812000,-132293000.0,-73116000.0,373519000,,373519000,-54425000.0,446615000,,375764000,375764000
ALGN,445691,USD,2016,FY,2016-12-31,2017-02-28,2017-02-28,79856000.0,81484000.0,1079874000.0,-264580000.0,815294000.0,-566373000.0,-490653000.0,-75720000.0,,248921000,-6355000.0,,242566000,,242566000,-51200000.0,189682000,,189682000,189682000
ALGN,445691,USD,2017,FY,2017-12-31,2018-02-28,2019-02-28,80085000.0,81832000.0,1473413000.0,-356466000.0,1116947000.0,-763336000.0,-665777000.0,-97559000.0,,353611000,11188000.0,6948000.0,364799000,,364799000,-130162000.0,231418000,,231418000,231418000
ALGN,445691,USD,2018,FY,2018-12-31,2019-02-28,2021-02-26,80064000.0,81357000.0,1966492000.0,-518625000.0,1447867000.0,-981303000.0,-852404000.0,-128899000.0,,466564000,87000.0,8576000.0,466651000,,466651000,-57723000.0,400235000,,400235000,400235000
ALGN,445691,USD,2019,FY,2019-12-31,2020-02-28,2022-02-25,79424000.0,80100000.0,2406796000.0,-662899000.0,1743897000.0,-1229414000.0,-1072053000.0,-157361000.0,,514483000,20158000.0,12482000.0,534641000,28010000.0,562651000,-112347000.0,442776000,,442776000,442776000
ALGN,445691,USD,2020,FY,2020-12-31,2021-02-26,2022-02-25,78760000.0,79230000.0,2471941000.0,-708706000.0,1763235000.0,-1376064000.0,-1200757000.0,-175307000.0,,387171000,-8222000.0,3125000.0,378949000,,378949000,1396939000.0,1775888000,,1775888000,1775888000
ALK,65470,USD,2016,FY,2016-12-31,2017-02-28,2017-02-28,123557000.0,124389000.0,5931000000.0,-3417000000.0,2514000000.0,-1048000000.0,-225000000.0,,-363000000.0,1466000000,-4000000.0,-28000000.0,1462000000,-117000000.0,1345000000,-531000000.0,814000000,,814000000,814000000
ALK,65470,USD,2017,FY,2017-12-31,2018-02-15,2019-02-15,123211000.0,123854000.0,7894000000.0,-5147000000.0,2747000000.0,-1423000000.0,-368000000.0,,-372000000.0,1324000000,-49000000.0,-69000000.0,1275000000,-116000000.0,1159000000,-199000000.0,960000000,,960000000,960000000
ALK,65470,USD,2018,FY,2018-12-31,2019-02-15,2021-02-26,123230000.0,123975000.0,8264000000.0,-6039000000.0,2225000000.0,-1450000000.0,-326000000.0,,-398000000.0,775000000,-58000000.0,-53000000.0,717000000,-132000000.0,585000000,-148000000.0,437000000,,437000000,437000000
ALK,65470,USD,2019,FY,2019-12-31,2020-02-12,2022-02-11,123279000.0,124289000.0,8781000000.0,-6050000000.0,2731000000.0,-1624000000.0,-313000000.0,,-423000000.0,1107000000,-47000000.0,-21000000.0,1060000000,-44000000.0,1016000000,-247000000.0,769000000,,769000000,769000000
ALK,65470,USD,2020,FY,2020-12-31,2021-02-26,2022-02-11,123450000.0,123450000.0,3566000000.0,-4084000000.0,-518000000.0,-1186000000.0,-101000000.0,,-420000000.0,-1704000000,-39000000.0,-56000000.0,-1743000000,-97000000.0,-1840000000,516000000.0,-1324000000,,-1324000000,-1324000000
ALLE,69109,USD,2016,FY,2016-12-31,2017-02-17,2019-02-19,95800000.0,96900000.0,2238000000.0,-1248300000.0,989700000.0,-555400000.0,-555400000.0,,,434300000,-54900000.0,-64300000.0,379400000,-84400000.0,295000000,-63800000.0,231200000,,229100000,229100000
ALLE,69109,USD,2017,FY,2017-12-31,2018-02-20,2019-02-19,95100000.0,96000000.0,2408200000.0,-1335300000.0,1072900000.0,-580400000.0,-580400000.0,,,492500000,-96800000.0,-105700000.0,395700000,0.0,395700000,-119000000.0,276700000,,273300000,273300000
ALLE,69109,USD,2018,FY,2018-12-31,2019-02-19,2021-02-16,95000000.0,95700000.0,2731700000.0,-1558400000.0,1173300000.0,-647500000.0,-647500000.0,,,525800000,-50600000.0,-54000000.0,475200000,,475200000,-39800000.0,435400000,,434900000,434900000
ALLE,69109,USD,2019,FY,2019-12-31,2020-02-18,2022-02-15,93600000.0,94300000.0,2854000000.0,-1601700000.0,1252300000.0,-681300000.0,-681300000.0,,,571000000,-59800000.0,-56000000.0,511200000,-36000000.0,475200000,-73100000.0,402100000,,401800000,401800000
ALLE,69109,USD,2020,FY,2020-12-31,2021-02-16,2022-02-15,92300000.0,92800000.0,2719900000.0,-1541100000.0,1178800000.0,-737400000.0,-635700000.0,,,441400000,-38100000.0,-51100000.0,403300000,-37900000.0,365400000,-50900000.0,314500000,,314300000,314300000
ALXN,65359,USD,2016,FY,2016-12-31,2017-03-24,2019-02-06,224000000.0,227000000.0,3084100000.0,-258300000.0,2825800000.0,-2032400000.0,-953000000.0,-757200000.0,,793400000,-86000000.0,-96900000.0,707400000,-131200000.0,576200000,-176800000.0,399400000,,399400000,399400000
ALXN,65359,USD,2017,FY,2017-12-31,2018-02-08,2019-02-06,223900000.0,225400000.0,3551100000.0,-454200000.0,3096900000.0,-2292900000.0,-1094400000.0,-878400000.0,,804000000,-79900000.0,-98400000.0,724100000,-176300000.0,547800000,-104500000.0,443300000,,443300000,443300000
ALXN,65359,USD,2018,FY,2018-12-31,2019-02-06,2021-02-08,222700000.0,224500000.0,4131200000.0,-374300000.0,3756900000.0,-2162300000.0,-1111800000.0,-730400000.0,,1594600000,-32900000.0,-98200000.0,1561700000,-1319500000.0,242200000,-164600000.0,77600000,,77600000,77600000
ALXN,65359,USD,2019,FY,2019-12-31,2020-02-04,2021-02-08,223200000.0,224800000.0,4991100000.0,-394500000.0,4596600000.0,-2456700000.0,-1261100000.0,-886000000.0,,2139900000,22500000.0,-77800000.0,2162400000,16399999.0,2178799999,225500000.0,2404299999,,2404299999,2404299999
ALXN,65359,USD,2020,FY,2020-12-31,2021-02-08,2021-02-08,220100000.0,222000000.0,6069900000.0,-553500000.0,5516400000.0,-2656500000.0,-1399900000.0,-1002900000.0,,2859900000,-60000000.0,-104700000.0,2799900000,-2230900000.0,569000000,34400000.0,603400000,,603400000,603400000
AMAT,67102,USD,2016,FY,2016-10-31,2016-12-15,2016-12-15,1107000000.0,1116000000.0,10825000000.0,-6314000000.0,4511000000.0,-2359000000.0,-819000000.0,-1540000000.0,,2152000000,-139000000.0,-155000000.0,2013000000,0.0,2013000000,-292000000.0,1721000000,,1721000000,1721000000
AMAT,67102,USD,2017,FY,2017-10-31,2017-12-15,2017-12-15,1073000000.0,1084000000.0,14537000000.0,-8005000000.0,6532000000.0,-2664000000.0,-890000000.0,-1774000000.0,,3868000000,-137000000.0,-198000000.0,3731000000,0.0,3731000000,-297000000.0,3434000000,,3434000000,3434000000
AMAT,67102,USD,2018,FY,2018-10-31,2018-12-13,2020-12-11,1013000000.0,1026000000.0,16705000000.0,-9188000000.0,7517000000.0,-3026000000.0,-1004000000.0,-2022000000.0,,4491000000,-95000000.0,-234000000.0,4396000000,,4396000000,-1358000000.0,3038000000,,3038000000,3038000000
AMAT,67102,USD,2019,FY,2019-10-31,2019-12-13,2021-12-17,937000000.0,945000000.0,14608000000.0,-8222000000.0,6386000000.0,-3036000000.0,-982000000.0,-2054000000.0,,3350000000,-81000000.0,-237000000.0,3269000000,,3269000000,-563000000.0,2706000000,,2706000000,2706000000
AMAT,67102,USD,2020,FY,2020-10-31,2020-12-11,2021-12-17,916000000.0,923000000.0,17202000000.0,-9510000000.0,7692000000.0,-3327000000.0,-1093000000.0,-2234000000.0,,4365000000,-199000000.0,-240000000.0,4166000000,,4166000000,-547000000.0,3619000000,,3619000000,3619000000
AMD,191397,USD,2016,FY,2016-12-31,2017-02-21,2019-02-08,835000000.0,835000000.0,4319000000.0,-3316000000.0,1003000000.0,-1474000000.0,-466000000.0,-1008000000.0,,-471000000,-76000000.0,-156000000.0,-547000000,98000000.0,-449000000,-39000000.0,-498000000,,-498000000,-498000000
AMD,191397,USD,2017,FY,2017-12-31,2018-02-27,2019-02-08,952000000.0,1039000000.0,5253000000.0,-3466000000.0,1787000000.0,-1712000000.0,-516000000.0,-1196000000.0,,75000000,-135000000.0,-126000000.0,-60000000,52000000.0,-8000000,-18000000.0,-33000000,,-33000000,-33000000
AMD,191397,USD,2018,FY,2018-12-31,2019-02-08,2021-01-29,982000000.0,1064000000.0,6475000000.0,-4028000000.0,2447000000.0,-1996000000.0,-562000000.0,-1434000000.0,,451000000,-121000000.0,-121000000.0,330000000,,330000000,9000000.0,337000000,,337000000,337000000
AMD,191397,USD,2019,FY,2019-12-31,2020-02-04,2022-02-03,1091000000.0,1120000000.0,6731000000.0,-3863000000.0,2868000000.0,-2297000000.0,-750000000.0,-1547000000.0,,571000000,-259000000.0,-94000000.0,312000000,60000000.0,372000000,-31000000.0,341000000,,341000000,341000000
AMD,191397,USD,2020,FY,2020-12-31,2021-01-29,2022-02-03,1184000000.0,1207000000.0,9763000000.0,-5416000000.0,4347000000.0,-2978000000.0,-995000000.0,-1983000000.0,,1369000000,-94000000.0,-47000000.0,1275000000,,1275000000,1210000000.0,2490000000,,2490000000,2490000000
AME,67669,USD,2016,FY,2016-12-31,2017-02-23,2017-02-23,232593000.0,233730000.0,3840087000.0,-2575220000.0,1264867000.0,-462970000.0,-462970000.0,,,801897000,-108794000.0,-94304000.0,693103000,,693103000,-180945000.0,512158000,,512158000,512158000
AME,67669,USD,2017,FY,2017-12-31,2018-02-22,2019-02-21,230229000.0,231845000.0,4300170000.0,-2861370000.0,1438800000.0,-535180000.0,-535180000.0,,,903620000,-106891000.0,-98029000.0,796729000,,796729000,-115259000.0,681470000,,681470000,681470000
AME,67669,USD,2018,FY,2018-12-31,2019-02-21,2021-02-18,230823000.0,232712000.0,4845872000.0,-3186310000.0,1659562000.0,-584022000.0,-584022000.0,,,1075540000,-87795000.0,-82180000.0,987745000,,987745000,-209812000.0,777933000,,777933000,777933000
AME,67669,USD,2019,FY,2019-12-31,2020-02-20,2022-02-22,227759000.0,229395000.0,5158557000.0,-3370897000.0,1787660000.0,-610280000.0,-610280000.0,,,1177380000,-107632000.0,-88481000.0,1069748000,,1069748000,-208451000.0,861297000,,861297000,861297000
AME,67669,USD,2020,FY,2020-12-31,2021-02-18,2022-02-22,229435000.0,231150000.0,4540029000.0,-2996515000.0,1543514000.0,-515630000.0,-515630000.0,,,1027884000,54425000.0,-86062000.0,1082309000,,1082309000,-209870000.0,872439000,,872439000,872439000
AMGN,65735,USD,2016,FY,2016-12-31,2017-02-14,2019-02-13,748000000.0,754000000.0,22991000000.0,-4162000000.0,18829000000.0,-9035000000.0,-5195000000.0,-3840000000.0,,9794000000,-631000000.0,-1260000000.0,9163000000,,9163000000,-1441000000.0,7722000000,,7722000000,7722000000
AMGN,65735,USD,2017,FY,2017-12-31,2018-02-13,2019-02-13,731000000.0,735000000.0,22849000000.0,-4069000000.0,18780000000.0,-8807000000.0,-5245000000.0,-3562000000.0,,9973000000,-376000000.0,-1304000000.0,9597000000,,9597000000,-7618000000.0,1979000000,,1979000000,1979000000
AMGN,65735,USD,2018,FY,2018-12-31,2019-02-13,2021-02-09,661000000.0,665000000.0,23747000000.0,-4101000000.0,19646000000.0,-9383000000.0,-5646000000.0,-3737000000.0,,10263000000,-718000000.0,-1392000000.0,9545000000,,9545000000,-1151000000.0,8394000000,,8394000000,8394000000
AMGN,65735,USD,2019,FY,2019-12-31,2020-02-13,2022-02-16,605000000.0,609000000.0,23362000000.0,-4356000000.0,19006000000.0,-9332000000.0,-5216000000.0,-4116000000.0,,9674000000,-536000000.0,-1289000000.0,9138000000,,9138000000,-1296000000.0,7842000000,,7842000000,7842000000
AMGN,65735,USD,2020,FY,2020-12-31,2021-02-09,2022-02-16,586000000.0,590000000.0,25424000000.0,-6159000000.0,19265000000.0,-10126000000.0,-5919000000.0,-4207000000.0,,9139000000,-1006000000.0,-1262000000.0,8133000000,,8133000000,-869000000.0,7264000000,,7264000000,7264000000
AMP,67872,USD,2016,FY,2016-12-31,2017-02-23,2019-02-27,166300000.0,168200000.0,11800000000.0,,,-9345000000.0,-6284000000.0,,,2455000000,-864000000.0,-241000000.0,1591000000,,1591000000,-278000000.0,1313000000,,1313000000,1313000000
AMP,67872,USD,2017,FY,2017-12-31,2018-02-23,2019-02-27,154100000.0,156700000.0,12132000000.0,,,-9055000000.0,-6555000000.0,,,3077000000,-863000000.0,-207000000.0,2214000000,,2214000000,-734000000.0,1480000000,,1480000000,1480000000
AMP,67872,USD,2018,FY,2018-12-31,2019-02-27,2021-02-24,145600000.0,147700000.0,12835000000.0,,,-9432000000.0,-6808000000.0,,,3403000000,-919000000.0,-245000000.0,2484000000,,2484000000,-386000000.0,2098000000,,2098000000,2098000000
AMP,67872,USD,2019,FY,2019-12-31,2020-02-26,2022-02-25,134100000.0,136000000.0,12967000000.0,,,-9852000000.0,-7097000000.0,,,3115000000,-883000000.0,-214000000.0,2232000000,,2232000000,-339000000.0,1893000000,,1893000000,1893000000
AMP,67872,USD,2020,FY,2020-12-31,2021-02-24,2022-02-25,123800000.0,125700000.0,11899000000.0,,,-9262000000.0,-7179000000.0,,,2637000000,-806000000.0,-162000000.0,1831000000,,1831000000,-297000000.0,1534000000,,1534000000,1534000000
AMT,68339,USD,2016,FY,2016-12-31,2017-02-27,2017-02-27,425143000.0,429283000.0,5785668000.0,-1790389000.0,3995279000.0,-2142250000.0,-543395000.0,,-1525635000.0,1853029000,-728337000.0,-680547000.0,1124692000,1168000.0,1125860000,-155501000.0,970359000,,956425000,849300000
AMT,68339,USD,2017,FY,2017-12-31,2018-02-28,2019-02-27,428181000.0,431688000.0,6663900000.0,-2056600000.0,4607300000.0,-2608900000.0,-637000000.0,,-1715900000.0,1998400000,-672100000.0,-703400000.0,1326300000,-70200000.0,1256100000,-30700000.0,1225400000,,1238900000,1151500000
AMT,68339,USD,2018,FY,2018-12-31,2019-02-27,2021-02-25,439606000.0,442960000.0,7440100000.0,-2177799999.0,5262300001.0,-3357299999.0,-733200000.0,,-2110800000.0,1905000002,-747100000.0,-770900000.0,1157900002,-3300000.0,1154600002,110100000.0,1264700002,,1236400002,1227000002
AMT,68339,USD,2019,FY,2019-12-31,2020-02-25,2022-02-25,442319000.0,445520000.0,7580300000.0,-2216800000.0,5363500000.0,-2675100000.0,-730400000.0,,-1778400000.0,2688400000,-749800000.0,-767400000.0,1938600000,-22200000.0,1916400000,200000.0,1916600000,,1887800000,1887800000
AMT,68339,USD,2020,FY,2020-12-31,2021-02-25,2022-02-25,443640000.0,446104000.0,8041500000.0,-2227200000.0,5814300000.0,-2926800000.0,-778700000.0,,-1882300000.0,2887500000,-994600000.0,-753800000.0,1892900000,-71800000.0,1821100000,-129600000.0,1691500000,,1690600000,1690600000
AMZN,62747,USD,2016,FY,2016-12-31,2017-02-10,2019-02-01,9480000000.0,9680000000.0,135987000000.0,-88265000000.0,47722000000.0,-43536000000.0,-9665000000.0,,,4186000000,-294000000.0,-384000000.0,3892000000,,3892000000,-1425000000.0,2371000000,,2371000000,2371000000
AMZN,62747,USD,2017,FY,2017-12-31,2018-02-02,2020-01-31,9600000000.0,9860000000.0,177866000000.0,-111934000000.0,65932000000.0,-61826000000.0,-13743000000.0,,,4106000000,-300000000.0,-646000000.0,3806000000,,3806000000,-769000000.0,3033000000,,3033000000,3033000000
AMZN,62747,USD,2018,FY,2018-12-31,2019-02-01,2021-02-03,9740000000.0,10000000000.0,232887000000.0,-139156000000.0,93731000000.0,-81310000000.0,-18150000000.0,,,12421000000,-1160000000.0,-977000000.0,11261000000,,11261000000,-1197000000.0,10073000000,,10073000000,10073000000
AMZN,62747,USD,2019,FY,2019-12-31,2020-01-31,2022-02-04,9880000000.0,10080000000.0,280522000000.0,-165536000000.0,114986000000.0,-100445000000.0,-24081000000.0,,,14541000000,-565000000.0,-768000000.0,13976000000,,13976000000,-2374000000.0,11588000000,,11588000000,11588000000
AMZN,62747,USD,2020,FY,2020-12-31,2021-02-03,2022-02-04,10000000000.0,10200000000.0,386064000000.0,-233307000000.0,152757000000.0,-129858000000.0,-28676000000.0,,,22899000000,1279000000.0,-1092000000.0,24178000000,,24178000000,-2863000000.0,21331000000,,21331000000,21331000000
ANET,536189,USD,2016,FY,2016-12-31,2017-02-17,2019-02-15,275084000.0,292888000.0,1129167000.0,-406051000.0,723116000.0,-479707000.0,-206126000.0,-273581000.0,,243409000,-1184000.0,-3136000.0,242225000,0.0,242225000,-58036000.0,184189000,,184189000,184189000
ANET,536189,USD,2017,FY,2017-12-31,2018-02-20,2019-02-15,289032000.0,315908000.0,1646186000.0,-584417000.0,1061769000.0,-591497000.0,-241903000.0,-349594000.0,,470272000,4488000.0,-2780000.0,474760000,0.0,474760000,-51559000.0,423201000,,423201000,423201000
ANET,536189,USD,2018,FY,2018-12-31,2019-02-15,2021-02-19,299000000.0,323376000.0,2151369000.0,-777992000.0,1373377000.0,-695030000.0,-252562000.0,-442468000.0,,678347000,15454000.0,,693801000,-405000000.0,288801000,39314000.0,328115000,,328115000,328115000
ANET,536189,USD,2019,FY,2019-12-31,2020-02-14,2022-02-15,305248000.0,323516000.0,2410706000.0,-866368000.0,1544338000.0,-738564000.0,-275805000.0,-462759000.0,,805774000,56496000.0,,862270000,,862270000,-2403000.0,859867000,,859867000,859867000
ANET,536189,USD,2020,FY,2020-12-31,2021-02-19,2022-02-15,303936000.0,317860000.0,2317512000.0,-835626000.0,1481886000.0,-782202000.0,-295608000.0,-486594000.0,,699684000,39179000.0,,738863000,,738863000,-104306000.0,634557000,,634557000,634557000
ANSS,126145,USD,2016,FY,2016-12-31,2017-02-23,2018-02-22,87227000.0,88969000.0,988465000.0,-146860000.0,841605000.0,-465363000.0,-269515000.0,-183093000.0,-12755000.0,376242000,4073000.0,4209000.0,380315000,,380315000,-114679000.0,265636000,,265636000,265636000
ANSS,126145,USD,2017,FY,2017-12-31,2018-02-22,2018-02-22,84988000.0,86854000.0,1095250000.0,-150164000.0,945086000.0,-554358000.0,-338640000.0,-202746000.0,-12972000.0,390728000,4966000.0,6962000.0,395694000,,395694000,-136443000.0,259251000,,259251000,259251000
ANSS,126145,USD,2018,FY,2018-12-31,2019-02-28,2021-02-24,83973000.0,85913000.0,1293636000.0,-155885000.0,1137751000.0,-661177000.0,-413580000.0,-233802000.0,-13795000.0,476574000,10511000.0,11360000.0,487085000,,487085000,-67710000.0,419375000,,419375000,419375000
ANSS,126145,USD,2019,FY,2019-12-31,2020-02-27,2022-02-23,84259000.0,85925000.0,1515892000.0,-166273000.0,1349619000.0,-834579000.0,-521200000.0,-298210000.0,-15169000.0,515040000,7543000.0,9335000.0,522583000,,522583000,-71288000.0,451295000,,451295000,451295000
